gene,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Nr1h2,0.7137970441082366,-0.08096427922376659,1,1,1
Nkg7,0.7146874277608666,-0.3261454907406368,1,1,1
Acadl,0.7181730033128615,-0.25487279113085926,1,1,1
Tecr,0.7186164006994288,-0.1554644951269868,1,1,1
Fads2,0.726715044993799,-0.16785356609283486,1,1,1
Hexb,0.7284871262248456,-0.018587566686280255,1,1,1
Dlst,0.729082138659501,-0.13664746049346554,1,1,1
Ppat,0.7351735664963537,-0.17331151575308512,1,1,1
Plin3,0.7423320337583472,-0.17085873224264397,1,1,1
Pla2g15,0.7469853938946482,-0.051720692049237904,1,1,1
Mag,0.7470959403736196,-0.18673752420202194,1,1,1
Gad1,0.7521751769472409,0.042395180181035386,1,1,1
Ptdss1,0.7563109704265909,-0.14073188543224502,1,1,1
Mmp9,0.7640958398059401,-0.23953964609135348,1,1,1
Cad,0.7652680802408802,-0.16274892702187127,1,1,1
Camp,0.765939049757295,-0.14015395047351456,1,1,1
Sphk2,0.7680816434009657,-0.13077306778989684,1,1,1
Pla2g7,0.7680891030412635,-0.0316835462192655,1,1,1
Stt3a,0.776696726683981,-0.15329282426168378,1,1,1
Lta4h,0.7797221075570752,-0.13756057327947113,1,1,1
Pank3,0.7819179118368238,-0.1646981143102315,1,1,1
Gapdh,0.7819326108466521,-0.1400418950056137,1,1,1
Ccdc153,0.8008301661886442,-0.34260121766376517,1,1,1
Ctps2,0.80207106805415,-0.12804342681622405,1,1,1
Tubb2b,0.8072934804672334,-0.06070005602815076,1,1,1
Fdft1,0.8094240322504884,-0.16954790376022277,1,1,1
Timp3,0.8110965127861631,-0.06385511314284731,1,1,1
Vldlr,0.8121695204684105,-0.08028476879250093,1,1,1
Acly,0.8133377569275383,-0.05520662252013686,1,1,1
Pgls,0.8429410730923488,-0.2288870368229976,1,1,1
Adamts2,0.8447509714409095,-0.15290348060928627,1,1,1
Tmx4,0.8489414725250404,-0.12228661678683928,1,1,1
Pdgfra,0.8554798197309389,-0.07340479909611242,1,1,1
Nts,0.8622073462779887,-0.32424982998173957,1,1,1
Akt1,0.8758516271778011,-0.12155892076514796,1,1,1
Tpsb2,0.8768973984464452,-0.4127883032252353,0.75,1,1
Nfkbia,0.8792757025640223,-0.2515682174850322,1,1,1
Tac1,0.8804901686212875,0.033404231110183646,1,1,1
Lrg1,0.8858017669023719,-0.35175249230234984,1,1,1
Cox4i1,0.8888970562140912,-0.12886687382987816,1,1,1
Neu1,0.8892862905887439,-0.17564211827271148,1,1,1
Hkdc1,0.8933643898495388,-0.2224376897775069,1,1,1
